시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명
J10,경기도교육청,7531295,중앙예닮학교,Central Yeadam Christian Academy,각종학교(고),경기도,경기도교육청,사립,16863,경기도 용인시 수지구 포은대로 91-19,(상현동/ 중앙예닮학교),031-217-1401,http://ya.or.kr ,남여공학
J10,경기도교육청,7530124,중원고등학교,Jungwon High School,고등학교,경기도,경기도교육청,공립,14510,경기도 부천시 도약로 111,(중동/ 중원고등학교),032-320-5994,www.jungwon.hs.kr,남여공학
J10,경기도교육청,7530125,중흥고등학교,Jungheung High School,고등학교,경기도,경기도교육청,공립,14536,경기도 부천시 계남로 171,/ 중흥고등학교 (중동),032-722-3107,http://jh.hs.kr,남여공학
J10,경기도교육청,7531248,지산고등학교,Jisan High School,고등학교,경기도,경기도교육청,공립,10870,경기도 파주시 가람로21번길 27-37,(와동동),031-930-4600,http://www.pajujisan.hs.kr,남여공학
J10,경기도교육청,7530648,지평고등학교,Jipyeong High School,고등학교,경기도,경기도교육청,공립,12541,경기도 양평군 지평면 지평로 418,/ 지평고등학교 (지평면/지평고등학교),031-773-7842,jipyeong.hs.kr,남여공학
J10,경기도교육청,7530526,진건고등학교,Jingeon High School,고등학교,경기도,경기도교육청,공립,12129,경기도 남양주시 진건읍 진건오남로 369-1,(진건읍/진건고등학교),031-570-3060,www.jingeon.hs.kr,남여공학
J10,경기도교육청,7530207,진성고등학교,Jinsung High School,고등학교,경기도,경기도교육청,사립,14246,경기도 광명시 철망산로 84,(하안동/진성고등학교),02-803-2490,www.jinsung.or.kr,남여공학
J10,경기도교육청,7531276,진영고등학교,Jin Young High School,평생학교(고)-3년6학기,경기도,경기도교육청,사립,14757,경기도 부천시 호현로387번길 41,(소사본동/ 진영고등학교),032-349-5111,www.jy.hs.kr,남여공학
J10,경기도교육청,7530871,진영고등학교(2년제),Jinyoung High School,평생학교(고)-2년6학기,경기도,경기도교육청,사립,14757,경기도 부천시 호현로387번길 41,(소사본동/ 진영고등학교),032-349-5113,http://www.jy.hs.kr,남여공학
J10,경기도교육청,7530595,진위고등학교,Jinwee High School,고등학교,경기도,경기도교육청,사립,17714,경기도 평택시 진위면 진위서로 47,(진위면),031-646-0200,http://jinwee.hs.kr,남여공학
J10,경기도교육청,7530932,진접고등학교,JinJeop High School,고등학교,경기도,경기도교육청,공립,12057,경기도 남양주시 진접읍 해밀예당2로 13,/ 진접고등학교 (진접읍),031-570-0105,http://jinjeop.hs.kr,남여공학
J10,경기도교육청,7531292,창의고등학교,creativity high school,고등학교,경기도,경기도교육청,공립,18489,경기도 화성시 동탄신리천로1길 66,(목동),031-323-9252,http://www.creativity.hs.kr/,남여공학
J10,경기도교육청,7530510,창인학교,Changin School,특수학교,경기도,경기도교육청,사립,12528,경기도 양평군 단월면 백동길 92,/ 창인학교 (단월면),031-774-7905/7955,www.changin.or.kr,남여공학
J10,경기도교육청,7530208,창현고등학교,Chang-Hyun High School,고등학교,경기도,경기도교육청,사립,16495,경기도 수원시 팔달구 월드컵로 216-2,/ 창현고등학교 (우만동),031-548-5000~1,www.changhyun.org,남여공학
J10,경기도교육청,7531389,처인고등학교,처인고등학교,고등학교,경기도,경기도교육청,공립,17117,경기도 용인시 처인구 남사읍 한숲로 32,/ 처인고등학교 (남사읍),031-724-2100,http://cheoin.hs.kr/,남여공학
J10,경기도교육청,7530612,천천고등학교,Cheoncheon High School,고등학교,경기도,경기도교육청,공립,16325,경기도 수원시 장안구 정자로42번길 31,(천천동/천천고등학교),031-249-6768,cheoncheon.hs.kr,남여공학
J10,경기도교육청,7530992,청담고등학교,Cheongdam High School,고등학교,경기도,경기도교육청,사립,17991,경기도 평택시 팽성읍 팽성송화로 192,/ 청담고등학교 (팽성읍),031-691-8095,www.cheongdam.hs.kr,남여공학
J10,경기도교육청,7530884,청덕고등학교,CHEONGDEOK HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,16914,경기도 용인시 기흥구 구성1로 21,/ 청덕고등학교 (청덕동),031-546-2500,http://www.cheongdeok.hs.kr,남여공학
J10,경기도교육청,7530126,청명고등학교,Cheongmyeong High School,고등학교,경기도,경기도교육청,공립,16707,경기도 수원시 영통구 영통로 466,(영통동),031-201-9600,www.cm-h.hs.kr,남여공학
J10,경기도교육청,7531164,청북고등학교,Cheongbuk High School,고등학교,경기도,경기도교육청,공립,17806,경기도 평택시 청북읍 안청로4길 55,(청북읍),031-647-5119,http://cheongbuk.hs.kr,남여공학
J10,경기도교육청,7530776,청심국제고등학교,CheongShim International Academy,고등학교,경기도,경기도교육청,사립,12461,경기도 가평군 설악면 미사리로 324-213,/ 청심국제중고등학교 (설악면/ 청심국제중고등학교),031-589-8900,http://www.csia.hs.kr,남여공학
J10,경기도교육청,7530127,청운고등학교,Cheong-un High School,고등학교,경기도,경기도교육청,공립,12530,경기도 양평군 청운면 청운로 28,(청운면/청운중고등학교),031-771-7931,www.cheongun.hs.kr,남여공학
J10,경기도교육청,7530944,청평고등학교,cheong pyeong high school,고등학교,경기도,경기도교육청,공립,12454,경기도 가평군 청평면 강변나루로40번길 23,/ 청평고등학교 (청평면),031-589-5512,http://www.cheongpyeong.hs.kr,남여공학
J10,경기도교육청,7530550,청학고등학교,Cheonghak High School,고등학교,경기도,경기도교육청,공립,12080,경기도 남양주시 별내면 청학로68번길 47,(별내면/청학고등학교),031-821-3235,www.cheonghak.hs.kr,남여공학
J10,경기도교육청,7530883,초당고등학교,Chodang High School,고등학교,경기도,경기도교육청,공립,17013,경기도 용인시 기흥구 동백중앙로 21,(중동/ 초당고등학교),031-547-9100,http://www.chodang.hs.kr,남여공학
J10,경기도교육청,7531136,초월고등학교,Chowol High School,고등학교,경기도,경기도교육청,공립,12735,경기도 광주시 초월읍 무들로 3-25,/ 초월고등학교 (초월읍),031-737-9900,http://www.chowol.hs.kr,남여공학
J10,경기도교육청,7530478,초지고등학교,Choji High School,고등학교,경기도,경기도교육청,공립,15444,경기도 안산시 단원구 광덕1로 13,(초지동/초지고등학교),031-412-8492,www.choji.hs.kr,남여공학
J10,경기도교육청,7530128,충현고등학교,Chung Hyun High School,고등학교,경기도,경기도교육청,공립,14328,경기도 광명시 오리로348번길 62,/ 충현고등학교 (소하동/충현고등학교),02-6922-6100,www.chunghyun.hs.kr,남여공학
J10,경기도교육청,7530626,충훈고등학교,Chunghun High School,고등학교,경기도,경기도교육청,공립,13971,경기도 안양시 만안구 석수로 238,(석수동),031-472-5382,www.chunghun.hs.kr,남여공학
J10,경기도교육청,7530600,태광고등학교,Taekwang High School,고등학교,경기도,경기도교육청,사립,17767,경기도 평택시 탄현1로 155,/ 태광고등학교 (신장동),031-646-5100,http://www.taegwang.hs.kr,남여공학
J10,경기도교육청,7530209,태성고등학교,Taesung High School,고등학교,경기도,경기도교육청,사립,17063,경기도 용인시 처인구 백옥대로 1059-2,(남동/태성중학교),031-335-9181~7,www.taesung.hs.kr,남
J10,경기도교육청,7530210,태원고등학교,Taewon High School,고등학교,경기도,경기도교육청,사립,13514,경기도 성남시 분당구 성남대로 822,/ 태원고등학교 (야탑동),031-704-6601,www.taewon.hs.kr,남여공학
J10,경기도교육청,7530129,태장고등학교,Taejang High School,고등학교,경기도,경기도교육청,공립,16698,경기도 수원시 영통구 영통로 250,(영통동/ 태장고등학교),031-201-4114,www.taejang.hs.kr,남여공학
J10,경기도교육청,7531289,태전고등학교,TAEJEON HIGH SCHOOL 2018,고등학교,경기도,경기도교육청,공립,12787,경기도 광주시 태전동로 38,(태전동),031-5182-0700,http://taejeon.hs.kr/,남여공학
J10,경기도교육청,7530527,토평고등학교,TOPYEONG HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,11947,경기도 구리시 장자대로111번길 41,(토평동/토평고등학교),031-560-6000,http://www.top.hs.kr,남여공학
J10,경기도교육청,7530661,통진고등학교,Tong Jin High School,고등학교,경기도,경기도교육청,사립,10032,경기도 김포시 통진읍 김포대로 2165,(통진읍/ 통진고등학교),031-987-0127,www.tongjin.hs.kr,남여공학
J10,경기도교육청,7530130,퇴계원고등학교,TOEGYEWON HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,12115,경기도 남양주시 퇴계원면 퇴계원로 ,149,031-570-1503,http://www.toegyewon.hs.kr,남여공학
J10,경기도교육청,7530604,파주고등학교,PAJU HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,10821,경기도 파주시 문산읍 독산로31번길 39,/ 파주고등학교 (문산읍),031-952-2648,www.paju-coh.hs.kr,남여공학
J10,경기도교육청,7530596,파주여자고등학교,PAJU GIRLS HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,10945,경기도 파주시 월롱면 함영골길 10,(월롱면),031-770-5900,http://www.paju.hs.kr,여
J10,경기도교육청,7531045,판곡고등학교,Pangok high school,고등학교,경기도,경기도교육청,공립,12142,경기도 남양주시 늘을1로 127,(호평동),031-594-7161,http://www.pangok.hs.kr,남여공학
J10,경기도교육청,7531255,판교고등학교,Pangyo High School,고등학교,경기도,경기도교육청,공립,13489,경기도 성남시 분당구 동판교로 257,(삼평동),031-8017-0841,www.pangyo.hs.kr,남여공학
J10,경기도교육청,7530771,평내고등학교,Pyeong-Nae Highschool,고등학교,경기도,경기도교육청,공립,12225,경기도 남양주시 평내로 57,(평내동/ 평내고등학교),031-559-5681,pyeongnae.hs.kr,남여공학
J10,경기도교육청,7531049,평촌경영고등학교,Pyeongchon Management High School,고등학교,경기도,경기도교육청,공립,14050,경기도 안양시 동안구 학의로 186,(관양동/평촌경영고등학교),031-387-0271,http://www.pcm.hs.kr,남여공학
J10,경기도교육청,7530131,평촌고등학교,Pyeongchon High School,고등학교,경기도,경기도교육청,공립,14076,경기도 안양시 동안구 동안로 80,/ 평촌고등학교 (호계동/평촌고등학교),031-383-4824,www.pyeongchon.hs.kr,남여공학
J10,경기도교육청,7530301,평촌공업고등학교,Pyongchon Technical High School,고등학교,경기도,경기도교육청,공립,14110,경기도 안양시 동안구 갈산로 16,/ 13 (호계동),031-390-4884,www.pct.hs.kr,남여공학
J10,경기도교육청,7530132,평택고등학교,Pyeongtaek High School,고등학교,경기도,경기도교육청,공립,17903,경기도 평택시 중앙로 246,/ 평택고등학교 (합정동),031-650-9843,www.pyeongtaek.hs.kr,남
J10,경기도교육청,7530303,평택기계공업고등학교,Pyeongtaek Mechanical and Technical Highschool,고등학교,경기도,경기도교육청,공립,17890,경기도 평택시 중앙1로 61,/   (비전동/ 평택기계공업고교),031-659-1207,http://www.ptmt.hs.kr,남여공학
J10,경기도교육청,7530578,평택여자고등학교,Pyeongtaek Girls High School,고등학교,경기도,경기도교육청,공립,17842,경기도 평택시 영신로 220,(세교동/평택여자종합고등학교),031-690-0690,http://pyeongtaek-gh.hs.kr,여
J10,경기도교육청,7530881,포곡고등학교,Pogok High School,고등학교,경기도,경기도교육청,공립,17027,경기도 용인시 처인구 포곡읍 포곡로210번길 26,(포곡읍),031-329-3710,http://www.pogok.hs.kr,남여공학
J10,경기도교육청,7530133,포천고등학교,Pocheon High School,고등학교,경기도,경기도교육청,공립,11148,경기도 포천시 원모루로 40,/ 포천고등학교 (신읍동),031-535-1601,www.pocheon.hs.kr,남여공학
J10,경기도교육청,7530789,포천일고등학교,Pocheon Il High School,고등학교,경기도,경기도교육청,공립,11153,경기도 포천시 군내면 청군로 3426,/ 포천일고등학교 (군내면),031-535-0692,pocheonil.hs.kr,남여공학
J10,경기도교육청,7530482,풍덕고등학교,Pungduck High School,고등학교,경기도,경기도교육청,공립,16843,경기도 용인시 수지구 정평로13번길 5,/ 풍덕고등학교 (풍덕천동),031-218-0500,http://pungduck.hs.kr,남여공학
J10,경기도교육청,7530856,풍동고등학교,PUNGDONG HIGHSCHOOL,고등학교,경기도,경기도교육청,공립,10303,경기도 고양시 일산동구 숲속마을로 119,(풍동/풍동고등학교),031-926-6000,http://pungdong.hs.kr/,남여공학
J10,경기도교육청,7530621,풍무고등학교,Pung-Mu High School,고등학교,경기도,경기도교육청,공립,10116,경기도 김포시 풍무로93번길 53,(풍무동/ 풍무고등학교),031-996-4382,www.pungmu.hs.kr,남여공학
J10,경기도교육청,7531012,풍산고등학교,Poongsan High School,고등학교,경기도,경기도교육청,공립,12931,경기도 하남시 덕풍서로 11,(덕풍동),031-790-0900,http://www.p-s.hs.kr,남여공학
J10,경기도교육청,7530213,풍생고등학교,Pungsaeng High School,고등학교,경기도,경기도교육청,사립,13326,경기도 성남시 수정구 산성대로 111,(수진동/ 풍생고등학교),031-7508-402,http://ps.hs.kr,남여공학
J10,경기도교육청,7531241,하길고등학교,Hagil High School,고등학교,경기도,경기도교육청,공립,18611,경기도 화성시 향남읍 상신하길로274번길 22,(향남읍),031-8055-3900,http://www.hagil.hs.kr/,남여공학
J10,경기도교육청,7531144,하남경영고등학교,Hanam Management High School,고등학교,경기도,경기도교육청,공립,12955,경기도 하남시 대청로116번길 11,(창우동/ 하남경영고등학교),031-795-6303,www.hanambiz.hs.kr,남여공학
J10,경기도교육청,7530214,하남고등학교,Hanam High School,고등학교,경기도,경기도교육청,사립,12914,경기도 하남시 미사강변남로 39,(망월동),031-792-3083,www.hanam.hs.kr,남여공학
J10,경기도교육청,7531371,하늘꿈중고등학교,Heavenly Dream School,각종학교(고),경기도,경기도교육청,사립,13113,경기도 성남시 수정구 성남대로1518번길 11,(복정동),031-758-2071,http://www.hdschool.org,남여공학
J10,경기도교육청,7530651,하성고등학교,Haseong High School,고등학교,경기도,경기도교육청,공립,10011,경기도 김포시 하성면 애기봉로806번길 30,(하성면/하성고등학교),031-988-7261,http://www.haseong.hs.kr,남여공학
J10,경기도교육청,7530775,한겨레고등학교,Hangyeore High School,고등학교,경기도,경기도교육청,사립,17524,경기도 안성시 죽산면 칠장로 107-9,(죽산면),031-8046-0118,www.han.hs.kr,남여공학
J10,경기도교육청,7530215,한광고등학교,Hankwang High School,고등학교,경기도,경기도교육청,사립,17888,경기도 평택시 중앙1로 115,(비전동),031-651-3112,hkh.hs.kr,남
J10,경기도교육청,7530216,한광여자고등학교,Hankwang Girls` High School,고등학교,경기도,경기도교육청,사립,17888,경기도 평택시 중앙1로 115,/ 504 (비전동),031-651-3122,http://www.hkg.hs.kr,여
J10,경기도교육청,1342101,한국경진학교,Hankuk Kyung Jin School,특수학교,경기도,교육부,국립,10408,경기도 고양시 일산동구 일산로 341,(마두동/ 한국경진학교),031-931-7801,http://www.kj.sc.kr,남
J10,경기도교육청,7530488,한국관광고등학교,Korea Tourism Senior High School,고등학교,경기도,경기도교육청,사립,17789,경기도 평택시 고덕면 고덕북로 185,(고덕면),031-662-5111,www.tourism.hs.kr,남여공학
J10,경기도교육청,7530559,한국도예고등학교,Korea Ceramic Art High School,고등학교,경기도,경기도교육청,공립,17307,경기도 이천시 신둔면 둔터로 61,/ 한국도예고등학교 (신둔면),031-638-6841,doyego.goeic.kr,남여공학
J10,경기도교육청,7530560,한국디지털미디어고등학교,Korea Digital Media High School,고등학교,경기도,경기도교육청,사립,15255,경기도 안산시 단원구 사세충열로 94,(와동/ 한국디지털미디어고등학교),031-363-7800,www.dimigo.hs.kr,남여공학
J10,경기도교육청,7530912,한국문화영상고등학교,KOREA CULTURE&MEDIA HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,11314,경기도 동두천시 평화로2452번길 32,/ (한국문화영상고등학교 (생연동),031-860-7300,http://kcm.hs.kr,남여공학
J10,경기도교육청,1342100,한국선진학교,SEONJIN School,특수학교,경기도,교육부,국립,15568,경기도 안산시 상록구 이호로 113,/ 한국선진학교 (본오동),031-409-1224,http://seonjin.sc.kr/,남
J10,경기도교육청,7530495,한국애니메이션고등학교,Korea Animation High School,고등학교,경기도,경기도교육청,공립,13023,경기도 하남시 검단산로 223,(창우동),031-790-9031,www.anigo.or.kr,남여공학
J10,경기도교육청,7531060,한국외식과학고등학교,Korea Food Service Science High School,고등학교,경기도,경기도교육청,사립,11404,경기도 양주시 남면 개나리18길 1,/ 한국외식과학고등학교 (남면/ 남문고등학교),031-863-6126,www.kfs.hs.kr,남여공학
J10,경기도교육청,7530539,한국조리과학고등학교,Korea Culinary Arts Science High School,고등학교,경기도,경기도교육청,사립,14927,경기도 시흥시 금오로 640,(과림동/한국조리과학고등학교),02-2610-4600,www.kcas.hs.kr,남여공학
J10,경기도교육청,7531048,한길학교,Hangil Special School,특수학교,경기도,경기도교육청,사립,17505,경기도 안성시 고삼면 행복길 25,(고삼면/ 한길학교),031-675-6666,http://www.hgjob.org,남여공학
J10,경기도교육청,7531134,한민고등학교,Hanmin High School,고등학교,경기도,경기도교육청,사립,10955,경기도 파주시 광탄면 혜음로 765,(광탄면),031-937-6600,http://www.hanmin.hs.kr,남여공학
J10,경기도교육청,7531240,한백고등학교,한백고등학교(Hanbaek High School),고등학교,경기도,경기도교육청,공립,18466,경기도 화성시 동탄순환대로26길 21,(영천동),031-8055-5312,http://www.hanbaek.hs.kr,남여공학
J10,경기도교육청,7531327,한봄고등학교,Hanbom High School,고등학교,경기도,경기도교육청,사립,16626,경기도 수원시 권선구 호매실로 46-93,(탑동),031-293-3090,www.hanbom.hs.kr,남여공학
J10,경기도교육청,7531137,한빛고등학교,HANBIT HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,10908,경기도 파주시 한빛로 36,(야당동),031-946-7012,http://hanbit.hs.kr,남여공학
J10,경기도교육청,7530440,한사랑학교,Hansarang Special School,특수학교,경기도,경기도교육청,사립,12729,경기도 광주시 초월읍 산수로554번길 59-12,한사랑학교 (초월읍),031-762-4891,www.hsr.sc.kr,남여공학
J10,경기도교육청,7530136,한솔고등학교,Hansol High School,고등학교,경기도,경기도교육청,공립,13607,경기도 성남시 분당구 내정로 70,(정자동),031-714-4381,www.hansol.hs.kr,남여공학
J10,경기도교육청,7530540,한우리학교,Hanwoori School,특수학교,경기도,경기도교육청,사립,18520,경기도 화성시 정남면 관항길 243,(정남면/ 한우리학교),031-352-3090,www.hwr.sc.kr,남여공학
J10,경기도교육청,7530134,함현고등학교,HamHyun High School,고등학교,경기도,경기도교육청,공립,15017,경기도 시흥시 역전로 463,/ (정왕동/함현고등학교) (정왕동),031-430-8226,www.hamhyun.hs.kr,남여공학
J10,경기도교육청,7530511,해원학교,Heawon School,특수학교,경기도,경기도교육청,사립,18584,경기도 화성시 장안면 은골길30번길 43,(장안면/ 해원학교),031-351-0805,www.haewon.sc.kr,남여공학
J10,경기도교육청,7530135,행신고등학교,Haengsin High School,고등학교,경기도,경기도교육청,공립,10532,경기도 고양시 덕양구 소만로 36,(행신동/행신고등학교),031-974-6292,http://www.haengshin.hs.kr/,남여공학
J10,경기도교육청,7530879,향남고등학교,Hyangnam High School,고등학교,경기도,경기도교육청,공립,18600,경기도 화성시 향남읍 행정동로 49,(향남읍),031-8059-9256,http://www.hyangnam.hs.kr,남여공학
J10,경기도교육청,7531395,향동고등학교,향동고등학교,고등학교,경기도,경기도교육청,공립,10546,경기도 고양시 덕양구 향기3로 6,(향동동),02-2280-5400,http://hyangdong.hs.kr/,남여공학
J10,경기도교육청,7531010,향일고등학교,Hyangil High School,고등학교,경기도,경기도교육청,공립,18599,경기도 화성시 향남읍 행정중앙2로 28 향일고등학교,(향남읍),031-8077-8600,http://www.hyangil.hs.kr,남여공학
J10,경기도교육청,7530769,현암고등학교,Hyun-Am High School,고등학교,경기도,경기도교육청,공립,16882,경기도 용인시 수지구 디지털벨리로 17,/ 현암고등학교 (죽전동),031-896-5035,www.hyunam.hs.kr,남여공학
J10,경기도교육청,7530819,현화고등학교,Hyeonhwa High School,고등학교,경기도,경기도교육청,공립,17944,경기도 평택시 안중읍 안현로서8길 65,/ 현화고등학교 (안중읍),031-612-5603,www.hyeonhwa.hs.kr,남여공학
J10,경기도교육청,7531041,호매실고등학교,Homaesil High school,고등학교,경기도,경기도교육청,공립,16401,경기도 수원시 권선구 칠보로 142-1,(호매실동),031-547-6900,https://homaesil-h.goesw.kr,남여공학
J10,경기도교육청,7530483,호원고등학교,Howon High School,고등학교,경기도,경기도교육청,공립,11646,경기도 의정부시 망월로 56,(호원동),031-822-2100,www.howon.hs.kr,남여공학
J10,경기도교육청,7530859,호원고등학교부설방송통신고등학교,Howon Air and Correspondence,방송통신고등학교,경기도,경기도교육청,공립,11646,경기도 의정부시 망월로 56,(호원동/ 호원고등학교),031-822-2124,http://,남여공학
J10,경기도교육청,7530772,호평고등학교,Hopyeong High School,고등학교,경기도,경기도교육청,공립,12146,경기도 남양주시 호평로 109,(호평동/호평고등학교),031-590-1723,www.hopyeong.hs.kr,남여공학
J10,경기도교육청,7530442,홀트학교,HOLT SCHOOL,특수학교,경기도,경기도교육청,사립,10249,경기도 고양시 일산서구 탄현로 42,(탄현동),031-915-2913,www.holt.sc.kr,남여공학
J10,경기도교육청,7531117,홍익디자인고등학교,HONGIK DESIGN HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,18343,경기도 화성시 효행로 387,(기안동),031-8055-3004,www.hih.hs.kr,남여공학
J10,경기도교육청,7530584,화성고등학교,Hwasung High School,고등학교,경기도,경기도교육청,사립,18587,경기도 화성시 향남읍 장짐길 4,/ (화성고등학교) (향남읍),031-352-7813,www.hwasung.hs.kr,남여공학
J10,경기도교육청,7531253,화성나래학교,화성나래학교,특수학교,경기도,경기도교육청,공립,18489,경기도 화성시 동탄대로10길 11,/ 화성나래학교 (산척동),031-8055-7600,http://www.hsnarae.sc.kr,남여공학
J10,경기도교육청,7531162,화성반월고등학교,Hwaseong Banwol High School ,고등학교,경기도,경기도교육청,공립,18396,경기도 화성시 효행로 1281-66,(반월동/화성반월고등학교),031-8019-2520,http://www.hsbanwol.hs.kr,남여공학
J10,경기도교육청,7530137,화수고등학교,Hwasu High School,고등학교,경기도,경기도교육청,공립,10473,경기도 고양시 덕양구 화수로 51,(화정동),031-960-4500,www.hwasu.hs.kr,남여공학
J10,경기도교육청,7531000,화요일아침예술학교,Flowerday Morning HIGH SCHOOL,각종학교(고),경기도,경기도교육청,사립,11040,경기도 연천군 전곡읍 양원로268번길 106-125,(전곡읍),070-8891-3830,www.flowerdaymorning.com,여
J10,경기도교육청,7530138,화정고등학교,Hwajung High School,고등학교,경기도,경기도교육청,공립,10496,경기도 고양시 덕양구 화정로 17,(화정동/고양화정고등학교),031-930-0608,www.hwajung.hs.kr,남여공학
J10,경기도교육청,7530479,화홍고등학교,Hwahong High School,고등학교,경기도,경기도교육청,공립,16551,경기도 수원시 권선구 세권로 331,(권선동/화홍고등학교),031-220-3308,www.hwahong.hs.kr,남여공학
J10,경기도교육청,7530601,효명고등학교,Hyomyeong High School,고등학교,경기도,경기도교육청,사립,17784,경기도 평택시 송탄로 51,(장당동/ 효명중고등학교),031-664-1022,hmh.or.kr,남여공학
J10,경기도교육청,7530219,효성고등학교,Hyosung High School,고등학교,경기도,경기도교육청,사립,13103,경기도 성남시 수정구 심곡로 16,(심곡동/효성고등학교),031-723-6240,hyosung.hs.kr,남여공학
J10,경기도교육청,7530620,효양고등학교,Hyoyang High School,고등학교,경기도,경기도교육청,공립,17327,경기도 이천시 부발읍 대산로545번길 55,(부발읍/효양고등학교),031-645-7015,https://hyoyang.goeic.kr,남여공학
J10,경기도교육청,7530139,효원고등학교,Hyowon High School,고등학교,경기도,경기도교육청,공립,16546,경기도 수원시 영통구 동수원로 336,/ 효원고등학교 (매탄동),031-228-1516,www.hyowon.hs.kr,남여공학
J10,경기도교육청,7530773,효자고등학교,HYOJA HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,11771,경기도 의정부시 부용로 165,/ 효자고등학교 (신곡동),031-853-0057,http://www.hyojago.hs.kr/,남여공학
J10,경기도교육청,7530924,흥덕고등학교,Heung Deok High School,고등학교,경기도,경기도교육청,공립,16952,경기도 용인시 기흥구 흥덕2로 36,(영덕동),031-218-0200,http://www.hd.hs.kr,남여공학
J10,경기도교육청,7530140,흥진고등학교,Hungjin High School,고등학교,경기도,경기도교육청,공립,15864,경기도 군포시 오금로 15-17,(금정동/흥진고등학교),031-390-4109,www.hungjin.hs.kr,남여공학
J10,경기도교육청,7530541,희망학교,Huimang School,특수학교,경기도,경기도교육청,사립,11606,경기도 의정부시 진등로11번길 9-2,(녹양동/ 희망학교),031-829-8512,www.huimang.or.kr,남여공학
K10,강원도교육청,7800036,가곡고등학교,Gagok High School,고등학교,강원도,강원도교육청,공립,25954,강원도 삼척시 가곡면 가곡천로 1427,/ 가곡고등학교 (가곡면),033-570-6940,http://gagog.gwe.hs.kr,남여공학
K10,강원도교육청,7800037,간동고등학교,Gandong High School,고등학교,강원도,강원도교육청,공립,24138,강원도 화천군 간동면 파로호로 945-21,/ 간동고등학교 (간동면),033-440-1940,http://gandong.gwe.hs.kr,남여공학
K10,강원도교육청,7800038,갑천고등학교,Gabcheon High School,고등학교,강원도,강원도교육청,공립,25258,강원도 횡성군 갑천면 갑천로 17,(갑천면/ 갑천중고등학교),033-342-9143,http://kach.gwe.hs.kr,남여공학
K10,강원도교육청,7800039,강릉고등학교,Gangneung High School,고등학교,강원도,강원도교육청,공립,25468,강원도 강릉시 강릉대로587번길 68,(초당동/강릉고등학교),033-650-5134,http://ganggo.gwe.hs.kr,남
K10,강원도교육청,7800106,강릉명륜고등학교,Gangnung Myeongryun High School,고등학교,강원도,강원도교육청,사립,25491,강원도 강릉시 율곡로 2920-8,(교동/ 강릉명륜고등학교),033-644-4012,http://grmr.gwe.hs.kr/,남
K10,강원도교육청,7800224,강릉문성고등학교,Gangneung Munseong High School,고등학교,강원도,강원도교육청,사립,25455,강원도 강릉시 지변길 158,(지변동),033-650-9555,http://kms.gwe.hs.kr/,남여공학
K10,강원도교육청,7800040,강릉여자고등학교,Gangneung Girls High School,고등학교,강원도,강원도교육청,공립,25553,강원도 강릉시 용지로 107,(옥천동),033-650-9906,http://gn-girl.gwe.hs.kr,여
K10,강원도교육청,7800259,강릉오성학교,Gangneung Osung School,특수학교,강원도,강원도교육청,공립,25557,강원도 강릉시 송정길 43,/ 강릉오성학교 (송정동),033-820-5090,http://knose.gwe.sc.kr/,남여공학
K10,강원도교육청,7800291,강릉정보공업고등학교,Gangneung Information Technical High School,고등학교,강원도,강원도교육청,공립,25424,강원도 강릉시 주문진읍 학교길 26,(주문진읍/강릉정보공업고등학교),033-660-5599,http://git.gwe.hs.kr/,남여공학
K10,강원도교육청,7800298,강릉제일고등학교,Gangneung Jeil High School,고등학교,강원도,강원도교육청,공립,25504,강원도 강릉시 화부산로8번길 37,(교동),033-650-0100,gnilgo.gwe.hs.kr,남
K10,강원도교육청,7800309,강릉제일고등학교부설방송통신고등학교,Gangrung JEIL High School Air And Correspondence High School,방송통신고등학교,강원도,강원도교육청,공립,25504,강원도 강릉시 화부산로8번길 37,(교동),033-650-0100,,남여공학
K10,강원도교육청,7800416,강릉중앙고등학교,Gangneung Jungang High School,고등학교,강원도,강원도교육청,공립,25579,강원도 강릉시 강변로 422,(입암동/강릉중앙고등학교),033-610-6600,http://gja.gwe.hs.kr,남
K10,강원도교육청,7800108,강원고등학교,Kangwon High School,고등학교,강원도,강원도교육청,사립,24210,강원도 춘천시 동면 장학길 24,/ 강원고등학교 (동면),033-258-4600,www.kanggo.net,남
K10,강원도교육청,7800041,강원과학고등학교,Gangwon Science High School,고등학교,강원도,강원도교육청,공립,26323,강원도 원주시 치악로 2242,(태장동),033-740-9700,http://kangwon-sh.gwe.hs.kr/,남여공학
K10,강원도교육청,7004207,강원대학교사범대학부설고등학교,Kangwon National University High School,고등학교,강원도,교육부,국립,24286,강원도 춘천시 서부대성로 257,(후평동),033-254-1994,http://sdhs.gwe.hs.kr/,남여공학
